[zipcode=]충남 계룡시 금암동 계룡시청  46703 ]
[zipcode=]충남 청양군 정산면 역촌리  49462 ]
[zipcode=]충남 청양군 정산면 와촌리  49463 ]
[zipcode=]충남 청양군 정산면 용두리  49464 ]
[zipcode=]충남 청양군 정산면 천장리  49465 ]
[zipcode=]충남 청양군 정산면 학암리  49466 ]
[zipcode=]충남 청양군 정산면 해남리  49467 ]
[zipcode=]충남 청양군 정산면  49468 ]
[zipcode=]충남 청양군 청남면 내직리  49469 ]
[zipcode=]충남 청양군 청남면 대흥리  49470 ]
[zipcode=]충남 청양군 청남면 동강리  49471 ]
[zipcode=]충남 청양군 청남면 상장리  49472 ]
[zipcode=]충남 청양군 청남면 아산리  49473 ]
[zipcode=]충남 청양군 청남면 왕진리  49474 ]
[zipcode=]충남 청양군 청남면 인양리  49475 ]
[zipcode=]충남 청양군 청남면 중산리  49476 ]
[zipcode=]충남 청양군 청남면 지곡리  49477 ]
[zipcode=]충남 청양군 청남면 천내리  49478 ]
[zipcode=]충남 청양군 청남면 청소리  49479 ]
[zipcode=]충남 청양군 청남면  49480 ]
[zipcode=]충남 청양군 화성면 광평리  49481 ]
[zipcode=]충남 청양군 화성면 구재리  49482 ]
[zipcode=]충남 청양군 화성면 기덕리  49483 ]
[zipcode=]충남 청양군 화성면 농암리  49484 ]
[zipcode=]충남 청양군 화성면 매산리  49485 ]
[zipcode=]충남 청양군 화성면 매평리  49486 ]
[zipcode=]충남 청양군 화성면 산동리  49487 ]
[zipcode=]충남 청양군 화성면 산정리  49488 ]
[zipcode=]충남 청양군 화성면 수정리  49489 ]
[zipcode=]충남 청양군 화성면 신정리  49490 ]
[zipcode=]충남 청양군 화성면 용당리  49491 ]
[zipcode=]충남 청양군 화성면 장계리  49492 ]
[zipcode=]충남 청양군 화성면 장수리  49493 ]
[zipcode=]충남 청양군 화성면 정자리  49494 ]
[zipcode=]충남 청양군 화성면 합천리  49495 ]
[zipcode=]충남 청양군 화성면 현암리  49496 ]
[zipcode=]충남 청양군 화성면 화강리  49497 ]
[zipcode=]충남 청양군 화성면 화암리  49498 ]
[zipcode=]충남 청양군 화성면  49499 ]
[zipcode=]충남 태안군 안면읍 승언1리  49500 ]
[zipcode=]충남 태안군 안면읍 승언2리  49501 ]
[zipcode=]충남 태안군 안면읍 승언3리  49502 ]
[zipcode=]충남 태안군 안면읍 승언4리  49503 ]
[zipcode=]충남 태안군 안면읍 승언5리  49504 ]
[zipcode=]충남 태안군 안면읍 승언6리  49505 ]
[zipcode=]충남 태안군 안면읍 승언7리  49506 ]
[zipcode=]충남 태안군 안면읍 승언8리  49507 ]
[zipcode=]충남 태안군 안면읍 승언리  49508 ]
[zipcode=]충남 태안군 안면읍 신야리  49509 ]
[zipcode=]충남 태안군 안면읍 정당리  49510 ]
[zipcode=]충남 태안군 안면읍 중장1리  49511 ]
[zipcode=]충남 태안군 안면읍 중장2리  49512 ]
[zipcode=]충남 태안군 안면읍 중장3리  49513 ]
[zipcode=]충남 태안군 안면읍 중장4리  49514 ]
[zipcode=]충남 태안군 안면읍 중장5리  49515 ]
[zipcode=]충남 태안군 안면읍 중장6리  49516 ]
[zipcode=]충남 태안군 안면읍 중장리  49517 ]
[zipcode=]충남 태안군 안면읍 창기리  49518 ]
[zipcode=]충남 태안군 안면읍 황도리  49519 ]
[zipcode=]충남 태안군 안면읍  49520 ]
[zipcode=]충남 태안군 태안읍 청솔주공아파트 (101∼109동) 49521 ]
[zipcode=]충남 태안군 태안읍 태안군청  49522 ]
[zipcode=]충남 태안군 태안읍 태안우체국  49523 ]
[zipcode=]충남 태안군 태안읍 평천리 평천휴먼시아아파트 (201∼207동) 49524 ]
[zipcode=]충남 태안군 태안읍 해송파크빌아파트  49525 ]
[zipcode=]충남 태안군 태안읍 남문1리  49526 ]
[zipcode=]충남 태안군 태안읍 남문2리  49527 ]
[zipcode=]충남 태안군 태안읍 남문3리  49528 ]
[zipcode=]충남 태안군 태안읍 남문4리  49529 ]
[zipcode=]충남 태안군 태안읍 남문리  49530 ]
[zipcode=]충남 태안군 태안읍 남산리  49531 ]
[zipcode=]충남 태안군 태안읍 도내리  49532 ]
[zipcode=]충남 태안군 태안읍 동문1리  49533 ]
[zipcode=]충남 태안군 태안읍 동문2리  49534 ]
[zipcode=]충남 태안군 태안읍 동문3리  49535 ]
[zipcode=]충남 태안군 태안읍 동문4리  49536 ]
[zipcode=]충남 태안군 태안읍 동문5리  49537 ]
[zipcode=]충남 태안군 태안읍 동문리  49538 ]
[zipcode=]충남 태안군 태안읍 반곡리  49539 ]
[zipcode=]충남 태안군 태안읍 삭선리  49540 ]
[zipcode=]충남 태안군 태안읍 산후리  49541 ]
[zipcode=]충남 태안군 태안읍 상옥리  49542 ]
[zipcode=]충남 태안군 태안읍 송암리  49543 ]
[zipcode=]충남 태안군 태안읍 어은리  49544 ]
[zipcode=]충남 태안군 태안읍 인평1리  49545 ]
[zipcode=]충남 태안군 태안읍 인평2리  49546 ]
[zipcode=]충남 태안군 태안읍 인평3리  49547 ]
[zipcode=]충남 태안군 태안읍 인평리  49548 ]
[zipcode=]충남 태안군 태안읍 장산리  49549 ]
[zipcode=]충남 태안군 태안읍 평천1리  49550 ]
[zipcode=]충남 태안군 태안읍 평천2리  49551 ]
[zipcode=]충남 태안군 태안읍 평천3리  49552 ]
[zipcode=]충남 태안군 태안읍 평천리  49553 ]
[zipcode=]충남 태안군 태안읍  49554 ]
[zipcode=]충남 태안군 고남면 고남리  49555 ]
[zipcode=]충남 태안군 고남면 누동리  49556 ]
[zipcode=]충남 태안군 고남면 장곡리  49557 ]
[zipcode=]충남 태안군 고남면  49558 ]
[zipcode=]충남 태안군 근흥면 가의도리  49559 ]
[zipcode=]충남 태안군 근흥면 도황리  49560 ]
[zipcode=]충남 태안군 근흥면 두야리  49561 ]
[zipcode=]충남 태안군 근흥면 마금리  49562 ]
[zipcode=]충남 태안군 근흥면 마도리  49563 ]
[zipcode=]충남 태안군 근흥면 수룡리  49564 ]
[zipcode=]충남 태안군 근흥면 신진도리  49565 ]
[zipcode=]충남 태안군 근흥면 안기리  49566 ]
[zipcode=]충남 태안군 근흥면 용신리  49567 ]
[zipcode=]충남 태안군 근흥면 정죽1리  49568 ]
[zipcode=]충남 태안군 근흥면 정죽2리  49569 ]
[zipcode=]충남 태안군 근흥면 정죽3리  49570 ]
[zipcode=]충남 태안군 근흥면 정죽4리  49571 ]
[zipcode=]충남 태안군 근흥면 정죽5리  49572 ]
[zipcode=]충남 태안군 근흥면 정죽리  49573 ]
[zipcode=]충남 태안군 근흥면  49574 ]
[zipcode=]충남 태안군 남면 달산1리  49575 ]
[zipcode=]충남 태안군 남면 달산2리  49576 ]
[zipcode=]충남 태안군 남면 달산3리  49577 ]
[zipcode=]충남 태안군 남면 달산리  49578 ]
[zipcode=]충남 태안군 남면 당암리  49579 ]
[zipcode=]충남 태안군 남면 몽산리  49580 ]
[zipcode=]충남 태안군 남면 신온리  49581 ]
[zipcode=]충남 태안군 남면 신장리  49582 ]
[zipcode=]충남 태안군 남면 양잠리  49583 ]
[zipcode=]충남 태안군 남면 원청리  49584 ]
[zipcode=]충남 태안군 남면 진산리  49585 ]
[zipcode=]충남 태안군 남면  49586 ]
[zipcode=]충남 태안군 소원면 모항리  49587 ]
[zipcode=]충남 태안군 소원면 법산1리  49588 ]
[zipcode=]충남 태안군 소원면 법산2리  49589 ]
[zipcode=]충남 태안군 소원면 법산리  49590 ]
[zipcode=]충남 태안군 소원면 소근1리  49591 ]
[zipcode=]충남 태안군 소원면 소근2리  49592 ]
[zipcode=]충남 태안군 소원면 소근리  49593 ]
[zipcode=]충남 태안군 소원면 송현1리  49594 ]
[zipcode=]충남 태안군 소원면 송현2리  49595 ]
[zipcode=]충남 태안군 소원면 송현3리  49596 ]
[zipcode=]충남 태안군 소원면 송현리  49597 ]
[zipcode=]충남 태안군 소원면 시목리  49598 ]
[zipcode=]충남 태안군 소원면 신덕리  49599 ]
[zipcode=]충남 태안군 소원면 영전리  49600 ]
[zipcode=]충남 태안군 소원면 의항리  49601 ]
[zipcode=]충남 태안군 소원면 파도리  49602 ]
[zipcode=]충남 태안군 소원면  49603 ]
[zipcode=]충남 태안군 원북면 대기리  49604 ]
[zipcode=]충남 태안군 원북면 동해리  49605 ]
[zipcode=]충남 태안군 원북면 마산리  49606 ]
[zipcode=]충남 태안군 원북면 반계리  49607 ]
[zipcode=]충남 태안군 원북면 방갈리  49608 ]
[zipcode=]충남 태안군 원북면 신두리  49609 ]
[zipcode=]충남 태안군 원북면 양산리  49610 ]
[zipcode=]충남 태안군 원북면 이곡1리  49611 ]
[zipcode=]충남 태안군 원북면 이곡2리  49612 ]
[zipcode=]충남 태안군 원북면 이곡리  49613 ]
[zipcode=]충남 태안군 원북면 장대리  49614 ]
[zipcode=]충남 태안군 원북면 청산리  49615 ]
[zipcode=]충남 태안군 원북면 황촌리  49616 ]
[zipcode=]충남 태안군 원북면  49617 ]
[zipcode=]충남 태안군 이원면 관1리  49618 ]
[zipcode=]충남 태안군 이원면 관2리  49619 ]
[zipcode=]충남 태안군 이원면 관3리  49620 ]
[zipcode=]충남 태안군 이원면 관리  49621 ]
[zipcode=]충남 태안군 이원면 내리  49622 ]
[zipcode=]충남 태안군 이원면 당산리  49623 ]
[zipcode=]충남 태안군 이원면 사창리  49624 ]
[zipcode=]충남 태안군 이원면 포지리  49625 ]
[zipcode=]충남 태안군 이원면  49626 ]
[zipcode=]충남 홍성군 광천읍 가정리  49627 ]
[zipcode=]충남 홍성군 광천읍 광천리  49628 ]
[zipcode=]충남 홍성군 광천읍 내죽리  49629 ]
[zipcode=]충남 홍성군 광천읍 담산리  49630 ]
[zipcode=]충남 홍성군 광천읍 대평리  49631 ]
[zipcode=]충남 홍성군 광천읍 매현리  49632 ]
[zipcode=]충남 홍성군 광천읍 벽계리  49633 ]
[zipcode=]충남 홍성군 광천읍 상정리  49634 ]
[zipcode=]충남 홍성군 광천읍 소암리  49635 ]
[zipcode=]충남 홍성군 광천읍 신진리  49636 ]
[zipcode=]충남 홍성군 광천읍 옹암리  49637 ]
[zipcode=]충남 홍성군 광천읍 운용리  49638 ]
[zipcode=]충남 홍성군 광천읍 월림리  49639 ]
[zipcode=]충남 홍성군 광천읍  49640 ]
[zipcode=]충남 홍성군 홍성읍 고암리  49641 ]
[zipcode=]충남 홍성군 홍성읍 구룡리  49642 ]
[zipcode=]충남 홍성군 홍성읍 남장리 주공그린빌아파트  49643 ]
[zipcode=]충남 홍성군 홍성읍 남장리 청운대학교  49644 ]
[zipcode=]충남 홍성군 홍성읍 남장리 혜전대학  49645 ]
[zipcode=]충남 홍성군 홍성읍 남장리  49646 ]
[zipcode=]충남 홍성군 홍성읍 내법리  49647 ]
[zipcode=]충남 홍성군 홍성읍 대교1리  49648 ]
[zipcode=]충남 홍성군 홍성읍 대교2리  49649 ]
[zipcode=]충남 홍성군 홍성읍 대교3리  49650 ]
[zipcode=]충남 홍성군 홍성읍 대교4리  49651 ]
[zipcode=]충남 홍성군 홍성읍 대교리  49652 ]
[zipcode=]충남 홍성군 홍성읍 소향리  49653 ]
[zipcode=]충남 홍성군 홍성읍 송월리  49654 ]
[zipcode=]충남 홍성군 홍성읍 신성리  49655 ]
[zipcode=]충남 홍성군 홍성읍 오관리 세광엔리치타워아파트 (101∼106동) 49656 ]
[zipcode=]충남 홍성군 홍성읍 오관리 청솔아파트 (101∼102동) 49657 ]
[zipcode=]충남 홍성군 홍성읍 오관리 향촌현대아파트 (101∼104동) 49658 ]
[zipcode=]충남 홍성군 홍성읍 오관리 1∼165 49659 ]
[zipcode=]충남 홍성군 홍성읍 오관리 166∼308 49660 ]
[zipcode=]충남 홍성군 홍성읍 오관리 309∼354 49661 ]
[zipcode=]충남 홍성군 홍성읍 오관리 355∼568 49662 ]
[zipcode=]충남 홍성군 홍성읍 오관리 569∼620 49663 ]
[zipcode=]충남 홍성군 홍성읍 오관리 621∼1000 49664 ]
[zipcode=]충남 홍성군 홍성읍 옥암리 홍성옥암코오롱하늘채아파트 (101∼113동) 49665 ]
[zipcode=]충남 홍성군 홍성읍 옥암리  49666 ]
[zipcode=]충남 홍성군 홍성읍 월산리 부영아파트  49667 ]
[zipcode=]충남 홍성군 홍성읍 월산리  49668 ]
[zipcode=]충남 홍성군 홍성읍 학계리  49669 ]
[zipcode=]충남 홍성군 홍성읍 홍성군청  49670 ]
[zipcode=]충남 홍성군 홍성읍 홍성기능대학  49671 ]
[zipcode=]충남 홍성군 홍성읍 홍성우체국  49672 ]
[zipcode=]충남 홍성군 홍성읍  49673 ]
[zipcode=]충남 홍성군 갈산면 가곡리  49674 ]
[zipcode=]충남 홍성군 갈산면 갈오리  49675 ]
[zipcode=]충남 홍성군 갈산면 기산리  49676 ]
[zipcode=]충남 홍성군 갈산면 내갈리  49677 ]
[zipcode=]충남 홍성군 갈산면 대사리  49678 ]
[zipcode=]충남 홍성군 갈산면 동산리  49679 ]
[zipcode=]충남 홍성군 갈산면 동성리  49680 ]
[zipcode=]충남 홍성군 갈산면 부기리  49681 ]
[zipcode=]충남 홍성군 갈산면 상촌리  49682 ]
[zipcode=]충남 홍성군 갈산면 신안리  49683 ]
[zipcode=]충남 홍성군 갈산면 쌍천리  49684 ]
[zipcode=]충남 홍성군 갈산면 오두리  49685 ]
[zipcode=]충남 홍성군 갈산면 와리  49686 ]
[zipcode=]충남 홍성군 갈산면 운곡리  49687 ]
[zipcode=]충남 홍성군 갈산면 취생리  49688 ]
[zipcode=]충남 홍성군 갈산면 행산리  49689 ]
[zipcode=]충남 홍성군 갈산면  49690 ]
[zipcode=]충남 홍성군 결성면 교항리  49691 ]
[zipcode=]충남 홍성군 결성면 금곡리  49692 ]
[zipcode=]충남 홍성군 결성면 무량리  49693 ]
[zipcode=]충남 홍성군 결성면 성곡리  49694 ]
[zipcode=]충남 홍성군 결성면 성남리  49695 ]
[zipcode=]충남 홍성군 결성면 성호리  49696 ]
[zipcode=]충남 홍성군 결성면 용호리  49697 ]
[zipcode=]충남 홍성군 결성면 읍내리  49698 ]
[zipcode=]충남 홍성군 결성면 형산리  49699 ]
[zipcode=]충남 홍성군 결성면  49700 ]
[zipcode=]충남 홍성군 구항면 공리  49701 ]
[zipcode=]충남 홍성군 구항면 남산리  49702 ]
[zipcode=]충남 홍성군 구항면 내현리  49703 ]
[zipcode=]충남 홍성군 구항면 대정리  49704 ]
[zipcode=]충남 홍성군 구항면 마온리  49705 ]
[zipcode=]충남 홍성군 구항면 신곡리  49706 ]
[zipcode=]충남 홍성군 구항면 오봉리  49707 ]
[zipcode=]충남 홍성군 구항면 장양리  49708 ]
[zipcode=]충남 홍성군 구항면 지정리  49709 ]
[zipcode=]충남 홍성군 구항면 청광리  49710 ]
[zipcode=]충남 홍성군 구항면 태봉리  49711 ]
[zipcode=]충남 홍성군 구항면 황곡리  49712 ]
[zipcode=]충남 홍성군 구항면  49713 ]
[zipcode=]충남 홍성군 금마면 가산리  49714 ]
[zipcode=]충남 홍성군 금마면 덕정리  49715 ]
[zipcode=]충남 홍성군 금마면 봉서리  49716 ]
[zipcode=]충남 홍성군 금마면 부평리  49717 ]
[zipcode=]충남 홍성군 금마면 송강리  49718 ]
[zipcode=]충남 홍성군 금마면 송암리  49719 ]
[zipcode=]충남 홍성군 금마면 신곡리  49720 ]
[zipcode=]충남 홍성군 금마면 용흥리  49721 ]
[zipcode=]충남 홍성군 금마면 월암리  49722 ]
[zipcode=]충남 홍성군 금마면 인산리  49723 ]
[zipcode=]충남 홍성군 금마면 장성리  49724 ]
[zipcode=]충남 홍성군 금마면 죽림리  49725 ]
[zipcode=]충남 홍성군 금마면 화양리  49726 ]
[zipcode=]충남 홍성군 금마면  49727 ]
[zipcode=]충남 홍성군 서부면 거차리  49728 ]
[zipcode=]충남 홍성군 서부면 광리  49729 ]
[zipcode=]충남 홍성군 서부면 궁리  49730 ]
[zipcode=]충남 홍성군 서부면 남당리  49731 ]
[zipcode=]충남 홍성군 서부면 상황리  49732 ]
[zipcode=]충남 홍성군 서부면 신리  49733 ]
[zipcode=]충남 홍성군 서부면 양곡리  49734 ]
[zipcode=]충남 홍성군 서부면 어사리  49735 ]
[zipcode=]충남 홍성군 서부면 이호리  49736 ]
[zipcode=]충남 홍성군 서부면 죽도리  49737 ]
[zipcode=]충남 홍성군 서부면 중리  49738 ]
[zipcode=]충남 홍성군 서부면 판교리  49739 ]
[zipcode=]충남 홍성군 서부면  49740 ]
[zipcode=]충남 홍성군 은하면 금국리  49741 ]
[zipcode=]충남 홍성군 은하면 대율리  49742 ]
[zipcode=]충남 홍성군 은하면 대천리  49743 ]
[zipcode=]충남 홍성군 은하면 대판리  49744 ]
[zipcode=]충남 홍성군 은하면 덕실리  49745 ]
[zipcode=]충남 홍성군 은하면 목현리  49746 ]
[zipcode=]충남 홍성군 은하면 유송리  49747 ]
[zipcode=]충남 홍성군 은하면 장곡리  49748 ]
[zipcode=]충남 홍성군 은하면 장척리  49749 ]
[zipcode=]충남 홍성군 은하면 학산리  49750 ]
[zipcode=]충남 홍성군 은하면 화봉리  49751 ]
[zipcode=]충남 홍성군 은하면  49752 ]
[zipcode=]충남 홍성군 장곡면 가송리  49753 ]
[zipcode=]충남 홍성군 장곡면 광성리  49754 ]
[zipcode=]충남 홍성군 장곡면 대현리  49755 ]
[zipcode=]충남 홍성군 장곡면 도산리  49756 ]
[zipcode=]충남 홍성군 장곡면 산성리  49757 ]
[zipcode=]충남 홍성군 장곡면 상송리  49758 ]
[zipcode=]충남 홍성군 장곡면 신동리  49759 ]
[zipcode=]충남 홍성군 장곡면 신풍리  49760 ]
[zipcode=]충남 홍성군 장곡면 오성리  49761 ]
[zipcode=]충남 홍성군 장곡면 옥계리  49762 ]
[zipcode=]충남 홍성군 장곡면 월계리  49763 ]
[zipcode=]충남 홍성군 장곡면 죽전리  49764 ]
[zipcode=]충남 홍성군 장곡면 지정리  49765 ]
[zipcode=]충남 홍성군 장곡면 천태리  49766 ]
[zipcode=]충남 홍성군 장곡면 행정리  49767 ]
[zipcode=]충남 홍성군 장곡면 화계리  49768 ]
[zipcode=]충남 홍성군 장곡면  49769 ]
[zipcode=]충남 홍성군 홍동면 구정리  49770 ]
[zipcode=]충남 홍성군 홍동면 금당리  49771 ]
[zipcode=]충남 홍성군 홍동면 금평리  49772 ]
[zipcode=]충남 홍성군 홍동면 대영리  49773 ]
[zipcode=]충남 홍성군 홍동면 문당리  49774 ]
[zipcode=]충남 홍성군 홍동면 수란리  49775 ]
[zipcode=]충남 홍성군 홍동면 신기리  49776 ]
[zipcode=]충남 홍성군 홍동면 운월리  49777 ]
