[zipcode=]경북 경산시 갑제동 한국조폐공사화폐본부  34522 ]
[zipcode=]경북 의성군 점곡면 송내리  39036 ]
[zipcode=]경북 의성군 점곡면 윤암1리  39037 ]
[zipcode=]경북 의성군 점곡면 윤암2리  39038 ]
[zipcode=]경북 의성군 점곡면 윤암3리  39039 ]
[zipcode=]경북 의성군 점곡면 윤암리  39040 ]
[zipcode=]경북 의성군 점곡면 황룡리  39041 ]
[zipcode=]경북 의성군 점곡면  39042 ]
[zipcode=]경북 의성군 춘산면 금오리  39043 ]
[zipcode=]경북 의성군 춘산면 금천1리  39044 ]
[zipcode=]경북 의성군 춘산면 금천2리  39045 ]
[zipcode=]경북 의성군 춘산면 금천리  39046 ]
[zipcode=]경북 의성군 춘산면 대사리  39047 ]
[zipcode=]경북 의성군 춘산면 빙계리  39048 ]
[zipcode=]경북 의성군 춘산면 사미리  39049 ]
[zipcode=]경북 의성군 춘산면 신흥리  39050 ]
[zipcode=]경북 의성군 춘산면 옥정리  39051 ]
[zipcode=]경북 의성군 춘산면 효선리  39052 ]
[zipcode=]경북 의성군 춘산면  39053 ]
[zipcode=]경북 청도군 청도읍 청도우체국  39054 ]
[zipcode=]경북 청도군 청도읍 거연리  39055 ]
[zipcode=]경북 청도군 청도읍 고수1리  39056 ]
[zipcode=]경북 청도군 청도읍 고수2리  39057 ]
[zipcode=]경북 청도군 청도읍 고수3리  39058 ]
[zipcode=]경북 청도군 청도읍 고수4리  39059 ]
[zipcode=]경북 청도군 청도읍 고수5리  39060 ]
[zipcode=]경북 청도군 청도읍 고수6리  39061 ]
[zipcode=]경북 청도군 청도읍 고수7리  39062 ]
[zipcode=]경북 청도군 청도읍 고수8리  39063 ]
[zipcode=]경북 청도군 청도읍 고수리  39064 ]
[zipcode=]경북 청도군 청도읍 구미리  39065 ]
[zipcode=]경북 청도군 청도읍 내리  39066 ]
[zipcode=]경북 청도군 청도읍 내호리  39067 ]
[zipcode=]경북 청도군 청도읍 덕암리  39068 ]
[zipcode=]경북 청도군 청도읍 무등리  39069 ]
[zipcode=]경북 청도군 청도읍 부야리  39070 ]
[zipcode=]경북 청도군 청도읍 사촌리  39071 ]
[zipcode=]경북 청도군 청도읍 상리  39072 ]
[zipcode=]경북 청도군 청도읍 송읍리  39073 ]
[zipcode=]경북 청도군 청도읍 신도리  39074 ]
[zipcode=]경북 청도군 청도읍 안인리  39075 ]
[zipcode=]경북 청도군 청도읍 운산리  39076 ]
[zipcode=]경북 청도군 청도읍 원리  39077 ]
[zipcode=]경북 청도군 청도읍 원정리  39078 ]
[zipcode=]경북 청도군 청도읍 월곡리  39079 ]
[zipcode=]경북 청도군 청도읍 유호리  39080 ]
[zipcode=]경북 청도군 청도읍 음지리  39081 ]
[zipcode=]경북 청도군 청도읍 초현리  39082 ]
[zipcode=]경북 청도군 청도읍 평양리  39083 ]
[zipcode=]경북 청도군 청도읍  39084 ]
[zipcode=]경북 청도군 화양읍 청도군청  39085 ]
[zipcode=]경북 청도군 화양읍 고평리  39086 ]
[zipcode=]경북 청도군 화양읍 교촌리  39087 ]
[zipcode=]경북 청도군 화양읍 눌미리  39088 ]
[zipcode=]경북 청도군 화양읍 다로리  39089 ]
[zipcode=]경북 청도군 화양읍 동상리  39090 ]
[zipcode=]경북 청도군 화양읍 동천리  39091 ]
[zipcode=]경북 청도군 화양읍 범곡리  39092 ]
[zipcode=]경북 청도군 화양읍 삼신리  39093 ]
[zipcode=]경북 청도군 화양읍 서상리  39094 ]
[zipcode=]경북 청도군 화양읍 소라리  39095 ]
[zipcode=]경북 청도군 화양읍 송금리  39096 ]
[zipcode=]경북 청도군 화양읍 송북리  39097 ]
[zipcode=]경북 청도군 화양읍 신봉리  39098 ]
[zipcode=]경북 청도군 화양읍 유등리  39099 ]
[zipcode=]경북 청도군 화양읍 진라리  39100 ]
[zipcode=]경북 청도군 화양읍 토평리  39101 ]
[zipcode=]경북 청도군 화양읍 합천리  39102 ]
[zipcode=]경북 청도군 화양읍  39103 ]
[zipcode=]경북 청도군 각남면 구곡리  39104 ]
[zipcode=]경북 청도군 각남면 녹명리  39105 ]
[zipcode=]경북 청도군 각남면 사리  39106 ]
[zipcode=]경북 청도군 각남면 신당리  39107 ]
[zipcode=]경북 청도군 각남면 예리  39108 ]
[zipcode=]경북 청도군 각남면 옥산리  39109 ]
[zipcode=]경북 청도군 각남면 일곡리  39110 ]
[zipcode=]경북 청도군 각남면 칠성리  39111 ]
[zipcode=]경북 청도군 각남면 함박리  39112 ]
[zipcode=]경북 청도군 각남면 화리  39113 ]
[zipcode=]경북 청도군 각남면  39114 ]
[zipcode=]경북 청도군 각북면 금천리  39115 ]
[zipcode=]경북 청도군 각북면 남산리  39116 ]
[zipcode=]경북 청도군 각북면 덕촌리  39117 ]
[zipcode=]경북 청도군 각북면 명대리  39118 ]
[zipcode=]경북 청도군 각북면 삼평리  39119 ]
[zipcode=]경북 청도군 각북면 오산리  39120 ]
[zipcode=]경북 청도군 각북면 우산리  39121 ]
[zipcode=]경북 청도군 각북면 지슬리  39122 ]
[zipcode=]경북 청도군 각북면  39123 ]
[zipcode=]경북 청도군 금천면 갈지리  39124 ]
[zipcode=]경북 청도군 금천면 김전리  39125 ]
[zipcode=]경북 청도군 금천면 동곡리  39126 ]
[zipcode=]경북 청도군 금천면 박곡리  39127 ]
[zipcode=]경북 청도군 금천면 방지리  39128 ]
[zipcode=]경북 청도군 금천면 사전리  39129 ]
[zipcode=]경북 청도군 금천면 소천리  39130 ]
[zipcode=]경북 청도군 금천면 신지리  39131 ]
[zipcode=]경북 청도군 금천면 오봉리  39132 ]
[zipcode=]경북 청도군 금천면 임당리  39133 ]
[zipcode=]경북 청도군 금천면  39134 ]
[zipcode=]경북 청도군 매전면 관하리  39135 ]
[zipcode=]경북 청도군 매전면 구촌리  39136 ]
[zipcode=]경북 청도군 매전면 금곡리  39137 ]
[zipcode=]경북 청도군 매전면 금천리  39138 ]
[zipcode=]경북 청도군 매전면 남양리  39139 ]
[zipcode=]경북 청도군 매전면 내리  39140 ]
[zipcode=]경북 청도군 매전면 당호리  39141 ]
[zipcode=]경북 청도군 매전면 덕산리  39142 ]
[zipcode=]경북 청도군 매전면 동산리  39143 ]
[zipcode=]경북 청도군 매전면 두곡리  39144 ]
[zipcode=]경북 청도군 매전면 북지리  39145 ]
[zipcode=]경북 청도군 매전면 상평리  39146 ]
[zipcode=]경북 청도군 매전면 송원리  39147 ]
[zipcode=]경북 청도군 매전면 예전1리  39148 ]
[zipcode=]경북 청도군 매전면 예전2리  39149 ]
[zipcode=]경북 청도군 매전면 예전리  39150 ]
[zipcode=]경북 청도군 매전면 온막리  39151 ]
[zipcode=]경북 청도군 매전면 용산리  39152 ]
[zipcode=]경북 청도군 매전면 장연리  39153 ]
[zipcode=]경북 청도군 매전면 지전리  39154 ]
[zipcode=]경북 청도군 매전면 하평리  39155 ]
[zipcode=]경북 청도군 매전면 호화리  39156 ]
[zipcode=]경북 청도군 매전면  39157 ]
[zipcode=]경북 청도군 운문면 공암리  39158 ]
[zipcode=]경북 청도군 운문면 대천리  39159 ]
[zipcode=]경북 청도군 운문면 마일리  39160 ]
[zipcode=]경북 청도군 운문면 방음리  39161 ]
[zipcode=]경북 청도군 운문면 방지리  39162 ]
[zipcode=]경북 청도군 운문면 봉하리  39163 ]
[zipcode=]경북 청도군 운문면 순지리  39164 ]
[zipcode=]경북 청도군 운문면 신원리  39165 ]
[zipcode=]경북 청도군 운문면 오진리  39166 ]
[zipcode=]경북 청도군 운문면 정상리  39167 ]
[zipcode=]경북 청도군 운문면 지촌리  39168 ]
[zipcode=]경북 청도군 운문면  39169 ]
[zipcode=]경북 청도군 이서면 가금리  39170 ]
[zipcode=]경북 청도군 이서면 각계리  39171 ]
[zipcode=]경북 청도군 이서면 고철리  39172 ]
[zipcode=]경북 청도군 이서면 구라리  39173 ]
[zipcode=]경북 청도군 이서면 금촌리  39174 ]
[zipcode=]경북 청도군 이서면 대곡리  39175 ]
[zipcode=]경북 청도군 이서면 대전리  39176 ]
[zipcode=]경북 청도군 이서면 문수리  39177 ]
[zipcode=]경북 청도군 이서면 서원리  39178 ]
[zipcode=]경북 청도군 이서면 수야리  39179 ]
[zipcode=]경북 청도군 이서면 신촌리  39180 ]
[zipcode=]경북 청도군 이서면 양원리  39181 ]
[zipcode=]경북 청도군 이서면 칠곡리  39182 ]
[zipcode=]경북 청도군 이서면 칠엽리  39183 ]
[zipcode=]경북 청도군 이서면 팔조리  39184 ]
[zipcode=]경북 청도군 이서면 학산리  39185 ]
[zipcode=]경북 청도군 이서면 흥선리  39186 ]
[zipcode=]경북 청도군 이서면  39187 ]
[zipcode=]경북 청도군 풍각면 금곡리  39188 ]
[zipcode=]경북 청도군 풍각면 덕양리  39189 ]
[zipcode=]경북 청도군 풍각면 봉기1리  39190 ]
[zipcode=]경북 청도군 풍각면 봉기2리  39191 ]
[zipcode=]경북 청도군 풍각면 봉기리  39192 ]
[zipcode=]경북 청도군 풍각면 성곡리  39193 ]
[zipcode=]경북 청도군 풍각면 송서1리  39194 ]
[zipcode=]경북 청도군 풍각면 송서2리  39195 ]
[zipcode=]경북 청도군 풍각면 송서3리  39196 ]
[zipcode=]경북 청도군 풍각면 송서리  39197 ]
[zipcode=]경북 청도군 풍각면 수월리  39198 ]
[zipcode=]경북 청도군 풍각면 안산리  39199 ]
[zipcode=]경북 청도군 풍각면 월봉리  39200 ]
[zipcode=]경북 청도군 풍각면 차산리  39201 ]
[zipcode=]경북 청도군 풍각면 현리리  39202 ]
[zipcode=]경북 청도군 풍각면 화산리  39203 ]
[zipcode=]경북 청도군 풍각면 흑석리  39204 ]
[zipcode=]경북 청도군 풍각면  39205 ]
[zipcode=]경북 청송군 청송읍 청송우체국  39206 ]
[zipcode=]경북 청송군 청송읍 거대리  39207 ]
[zipcode=]경북 청송군 청송읍 교리  39208 ]
[zipcode=]경북 청송군 청송읍 금곡1리  39209 ]
[zipcode=]경북 청송군 청송읍 금곡2리  39210 ]
[zipcode=]경북 청송군 청송읍 금곡3리  39211 ]
[zipcode=]경북 청송군 청송읍 금곡리  39212 ]
[zipcode=]경북 청송군 청송읍 덕리  39213 ]
[zipcode=]경북 청송군 청송읍 부곡리  39214 ]
[zipcode=]경북 청송군 청송읍 송생리  39215 ]
[zipcode=]경북 청송군 청송읍 월막1리  39216 ]
[zipcode=]경북 청송군 청송읍 월막2리  39217 ]
[zipcode=]경북 청송군 청송읍 월막리  39218 ]
[zipcode=]경북 청송군 청송읍 월외리  39219 ]
[zipcode=]경북 청송군 청송읍 청운리  39220 ]
[zipcode=]경북 청송군 청송읍  39221 ]
[zipcode=]경북 청송군 부남면 감연리  39222 ]
[zipcode=]경북 청송군 부남면 구천리  39223 ]
[zipcode=]경북 청송군 부남면 대전리  39224 ]
[zipcode=]경북 청송군 부남면 양숙리  39225 ]
[zipcode=]경북 청송군 부남면 이현리  39226 ]
[zipcode=]경북 청송군 부남면 중기리  39227 ]
[zipcode=]경북 청송군 부남면 하속리  39228 ]
[zipcode=]경북 청송군 부남면 홍원리  39229 ]
[zipcode=]경북 청송군 부남면 화장리  39230 ]
[zipcode=]경북 청송군 부남면  39231 ]
[zipcode=]경북 청송군 부동면 내룡리  39232 ]
[zipcode=]경북 청송군 부동면 라리  39233 ]
[zipcode=]경북 청송군 부동면 부일1리  39234 ]
[zipcode=]경북 청송군 부동면 부일2리  39235 ]
[zipcode=]경북 청송군 부동면 부일리  39236 ]
[zipcode=]경북 청송군 부동면 상의리  39237 ]
[zipcode=]경북 청송군 부동면 상평리  39238 ]
[zipcode=]경북 청송군 부동면 신점리  39239 ]
[zipcode=]경북 청송군 부동면 이전리  39240 ]
[zipcode=]경북 청송군 부동면 지리  39241 ]
[zipcode=]경북 청송군 부동면 하의리  39242 ]
[zipcode=]경북 청송군 부동면 항리  39243 ]
[zipcode=]경북 청송군 부동면  39244 ]
[zipcode=]경북 청송군 안덕면 감은리  39245 ]
[zipcode=]경북 청송군 안덕면 고와리  39246 ]
[zipcode=]경북 청송군 안덕면 근곡리  39247 ]
[zipcode=]경북 청송군 안덕면 노래리  39248 ]
[zipcode=]경북 청송군 안덕면 덕성리  39249 ]
[zipcode=]경북 청송군 안덕면 명당리  39250 ]
[zipcode=]경북 청송군 안덕면 문거리  39251 ]
[zipcode=]경북 청송군 안덕면 복리  39252 ]
[zipcode=]경북 청송군 안덕면 성재리  39253 ]
[zipcode=]경북 청송군 안덕면 신성리  39254 ]
[zipcode=]경북 청송군 안덕면 장전리  39255 ]
[zipcode=]경북 청송군 안덕면 지소리  39256 ]
[zipcode=]경북 청송군 안덕면  39257 ]
[zipcode=]경북 청송군 진보면 청송교도소  39258 ]
[zipcode=]경북 청송군 진보면 각산리  39259 ]
[zipcode=]경북 청송군 진보면 고현리  39260 ]
[zipcode=]경북 청송군 진보면 광덕1리  39261 ]
[zipcode=]경북 청송군 진보면 광덕2리  39262 ]
[zipcode=]경북 청송군 진보면 광덕2리 교정아파트  39263 ]
[zipcode=]경북 청송군 진보면 광덕리  39264 ]
[zipcode=]경북 청송군 진보면 괴정리  39265 ]
[zipcode=]경북 청송군 진보면 기곡리  39266 ]
[zipcode=]경북 청송군 진보면 부곡리  39267 ]
[zipcode=]경북 청송군 진보면 세장리  39268 ]
[zipcode=]경북 청송군 진보면 시량리  39269 ]
[zipcode=]경북 청송군 진보면 신촌리  39270 ]
[zipcode=]경북 청송군 진보면 월전리  39271 ]
[zipcode=]경북 청송군 진보면 이촌리  39272 ]
[zipcode=]경북 청송군 진보면 진안1리  39273 ]
[zipcode=]경북 청송군 진보면 진안2리  39274 ]
[zipcode=]경북 청송군 진보면 진안3리  39275 ]
[zipcode=]경북 청송군 진보면 진안4리  39276 ]
[zipcode=]경북 청송군 진보면 진안리  39277 ]
[zipcode=]경북 청송군 진보면 추현리  39278 ]
[zipcode=]경북 청송군 진보면 합강리  39279 ]
[zipcode=]경북 청송군 진보면 후평1리  39280 ]
[zipcode=]경북 청송군 진보면 후평2리  39281 ]
[zipcode=]경북 청송군 진보면 후평리  39282 ]
[zipcode=]경북 청송군 진보면  39283 ]
[zipcode=]경북 청송군 파천면 관1리  39284 ]
[zipcode=]경북 청송군 파천면 관2리  39285 ]
[zipcode=]경북 청송군 파천면 관리  39286 ]
[zipcode=]경북 청송군 파천면 덕천1리  39287 ]
[zipcode=]경북 청송군 파천면 덕천2리  39288 ]
[zipcode=]경북 청송군 파천면 덕천3리  39289 ]
[zipcode=]경북 청송군 파천면 덕천리  39290 ]
[zipcode=]경북 청송군 파천면 병부리  39291 ]
[zipcode=]경북 청송군 파천면 송강리  39292 ]
[zipcode=]경북 청송군 파천면 신기리  39293 ]
[zipcode=]경북 청송군 파천면 신흥리  39294 ]
[zipcode=]경북 청송군 파천면 어천리  39295 ]
[zipcode=]경북 청송군 파천면 옹점리  39296 ]
[zipcode=]경북 청송군 파천면 중평리  39297 ]
[zipcode=]경북 청송군 파천면 지경리  39298 ]
[zipcode=]경북 청송군 파천면 황목리  39299 ]
[zipcode=]경북 청송군 파천면  39300 ]
[zipcode=]경북 청송군 현동면 개일리  39301 ]
[zipcode=]경북 청송군 현동면 거성리  39302 ]
[zipcode=]경북 청송군 현동면 눌인리  39303 ]
[zipcode=]경북 청송군 현동면 도평리  39304 ]
[zipcode=]경북 청송군 현동면 월매리  39305 ]
[zipcode=]경북 청송군 현동면 인지리  39306 ]
[zipcode=]경북 청송군 현동면 창양리  39307 ]
[zipcode=]경북 청송군 현동면  39308 ]
[zipcode=]경북 청송군 현서면 갈천리  39309 ]
[zipcode=]경북 청송군 현서면 구산리  39310 ]
[zipcode=]경북 청송군 현서면 덕계리  39311 ]
[zipcode=]경북 청송군 현서면 도리  39312 ]
[zipcode=]경북 청송군 현서면 두현리  39313 ]
[zipcode=]경북 청송군 현서면 모계리  39314 ]
[zipcode=]경북 청송군 현서면 무계리  39315 ]
[zipcode=]경북 청송군 현서면 백자리  39316 ]
[zipcode=]경북 청송군 현서면 사촌리  39317 ]
[zipcode=]경북 청송군 현서면 수락리  39318 ]
[zipcode=]경북 청송군 현서면 월정리  39319 ]
[zipcode=]경북 청송군 현서면 천천리  39320 ]
[zipcode=]경북 청송군 현서면 화목리  39321 ]
[zipcode=]경북 청송군 현서면  39322 ]
[zipcode=]경북 칠곡군 북삼읍 보손리  39323 ]
[zipcode=]경북 칠곡군 북삼읍 숭오1리  39324 ]
[zipcode=]경북 칠곡군 북삼읍 숭오2리  39325 ]
[zipcode=]경북 칠곡군 북삼읍 숭오3리  39326 ]
[zipcode=]경북 칠곡군 북삼읍 숭오4리  39327 ]
[zipcode=]경북 칠곡군 북삼읍 숭오5리  39328 ]
[zipcode=]경북 칠곡군 북삼읍 숭오6리  39329 ]
[zipcode=]경북 칠곡군 북삼읍 숭오리  39330 ]
[zipcode=]경북 칠곡군 북삼읍 어로1리  39331 ]
[zipcode=]경북 칠곡군 북삼읍 어로2리  39332 ]
[zipcode=]경북 칠곡군 북삼읍 어로3리  39333 ]
[zipcode=]경북 칠곡군 북삼읍 어로리  39334 ]
[zipcode=]경북 칠곡군 북삼읍 오평리  39335 ]
[zipcode=]경북 칠곡군 북삼읍 율1리  39336 ]
[zipcode=]경북 칠곡군 북삼읍 율2리  39337 ]
[zipcode=]경북 칠곡군 북삼읍 율3리  39338 ]
[zipcode=]경북 칠곡군 북삼읍 율리  39339 ]
[zipcode=]경북 칠곡군 북삼읍 인평1리  39340 ]
[zipcode=]경북 칠곡군 북삼읍 인평2리  39341 ]
[zipcode=]경북 칠곡군 북삼읍 인평3리  39342 ]
[zipcode=]경북 칠곡군 북삼읍 인평4리  39343 ]
[zipcode=]경북 칠곡군 북삼읍 인평5리  39344 ]
[zipcode=]경북 칠곡군 북삼읍 인평6리  39345 ]
[zipcode=]경북 칠곡군 북삼읍 인평7리  39346 ]
[zipcode=]경북 칠곡군 북삼읍 인평8리  39347 ]
[zipcode=]경북 칠곡군 북삼읍 인평9리  39348 ]
[zipcode=]경북 칠곡군 북삼읍 인평10리  39349 ]
[zipcode=]경북 칠곡군 북삼읍 인평11리  39350 ]
[zipcode=]경북 칠곡군 북삼읍 인평리  39351 ]
[zipcode=]경북 칠곡군 북삼읍  39352 ]
[zipcode=]경북 칠곡군 석적읍 남율리  39353 ]
[zipcode=]경북 칠곡군 석적읍 남율리 우방신천지아파트 (101∼206동) 39354 ]
[zipcode=]경북 칠곡군 석적읍 도개리  39355 ]
[zipcode=]경북 칠곡군 석적읍 망정리  39356 ]
[zipcode=]경북 칠곡군 석적읍 반계리  39357 ]
[zipcode=]경북 칠곡군 석적읍 성곡리  39358 ]
[zipcode=]경북 칠곡군 석적읍 중리 LG디스플레이나래원기숙사  39359 ]
